"","treatment","cash","accts_amt","stroop_time","income_less20k","log_cash","log_accts_amt","log_stroop_time"
"596","Before Payday",5,NA,7.49817390243212,1,1.6094379124341,NA,2.01465951122056
"597","After Payday",60,3500,7.71403124928474,0,4.0943445622221,8.1605182474775,2.04304091076107
"598","After Payday",2,100,7.67497338851293,0,0.693147180559945,4.60517018598809,2.03796482617252
"599","After Payday",40,9000,7.73048376043638,0,3.68887945411394,9.10497985631836,2.04517144284508
"600","Before Payday",200,10000,7.64675419529279,0,5.29831736654804,9.21034037197618,2.03428126960572
"601","After Payday",NA,NA,7.56282006700834,1,NA,NA,2.02324414537156
"602","After Payday",20,100,7.53624724348386,0,2.99573227355399,4.60517018598809,2.0197243450538
"603","After Payday",50,20000,7.62727491060893,0,3.91202300542815,9.90348755253613,2.0317306269286
"604","Before Payday",0,NA,7.52827725807826,1,0,NA,2.01866623184905
"605","Before Payday",100,850,7.30903366208076,1,4.60517018598809,6.74523634948436,1.98911107105349
"606","Before Payday",85,5000,7.65269101659457,0,4.44265125649032,8.51719319141624,2.03505735285809
"607","Before Payday",40,10,7.62209780017535,1,3.68887945411394,2.30258509299405,2.03105163367023
"608","After Payday",0,6000,7.46452203392982,0,0,8.69951474821019,2.01016140133645
"609","After Payday",100,400,7.56023361285528,1,4.60517018598809,5.99146454710798,2.02290209088534
"610","Before Payday",100,400,7.34855512777964,1,4.60517018598809,5.99146454710798,1.99450371264565
"611","After Payday",50,10000,7.29990774393082,0,3.91202300542815,9.21034037197618,1.98786171025679
"612","Before Payday",200,194,7.37149794896444,0,5.29831736654804,5.26785815906333,1.99762093506914
"613","After Payday",NA,NA,7.86548355221748,0,NA,NA,2.0624840161483
"614","After Payday",100,1800,7.50152540206909,1,4.60517018598809,7.49554194388426,2.01510638680449
"615","Before Payday",200,30000,7.94205060601234,0,5.29831736654804,10.3089526606443,2.07217150463693
"616","After Payday",12,5000,7.78027538458506,1,2.484906649788,8.51719319141624,2.05159173404009
"617","After Payday",500,80000,7.33631642659505,0,6.21460809842219,11.289781913656,1.99283686742022
"618","After Payday",NA,NA,6.49902672994704,1,NA,NA,1.87165243183606
"619","Before Payday",0,125,7.53510741392771,1,0,4.8283137373023,2.019573087309
"620","After Payday",10,0,7.49951193730036,0,2.30258509299405,0,2.01483794339817
"621","After Payday",20,200,6.61733494699001,1,2.99573227355399,5.29831736654804,1.88969271291007
"622","After Payday",15,1000,7.56739789247513,0,2.70805020110221,6.90775527898214,2.02384926892216
"623","After Payday",0,1000,7.29059848189354,1,0,6.90775527898214,1.98658563893254
"624","Before Payday",338,3176,7.63111510872841,0,5.82304589548302,8.06337782236703,2.03223398255075
"625","After Payday",100,900,7.59336514274279,0,4.60517018598809,6.80239476332431,2.02727485846543
"626","After Payday",25,80,7.34689915180206,0,3.2188758248682,4.38202663467388,1.99427834009804
"627","Before Payday",80,2450,7.34094813466072,1,4.38202663467388,7.80384330353877,1.99346800794372
"628","Before Payday",1100,60000,7.72789908448855,0,7.00306545878646,11.0020998412042,2.04483703839956
"629","After Payday",5,500,7.59672805666924,0,1.6094379124341,6.21460809842219,2.02771763573312
"630","After Payday",100,50,7.5971747636795,1,4.60517018598809,3.91202300542815,2.02777643655812
"631","Before Payday",100,1000,7.66183202465375,0,4.60517018598809,6.90775527898214,2.03625112286583
"632","After Payday",10,25,7.65927187601725,1,2.30258509299405,3.2188758248682,2.03591692388423
"633","Before Payday",36,21,7.09869649012883,0,3.58351893845611,3.04452243772342,1.95991117425242
"634","After Payday",0,7000,7.28254133462906,0,0,8.85366542803745,1.98547988571987
"635","Before Payday",60,12000,7.8566769460837,0,4.0943445622221,9.39266192877014,2.06136373664781
"636","After Payday",4852,1722,7.83859171470006,0,8.48714627006394,7.45124168498768,2.0590591900002
"637","Before Payday",200,0,7.43859638770421,0,5.29831736654804,0,2.00668217348028
"638","After Payday",500,800,7.50229242444038,0,6.21460809842219,6.68461172766793,2.01520863043086
"639","Before Payday",300,NA,7.6845105389754,0,5.7037824746562,NA,2.03920668452312
"640","After Payday",32,840,7.47633386651675,1,3.46573590279973,6.73340189183736,2.01174254703874
"641","Before Payday",100,4000,7.45160810998146,0,4.60517018598809,8.29404964010203,2.0084298627872
"642","Before Payday",5,500,7.82163380583127,0,1.6094379124341,6.21460809842219,2.05689345931199
"643","After Payday",125,600,7.68555311361949,0,4.8283137373023,6.39692965521615,2.03934234754564
"644","Before Payday",200,50,7.76188978552818,0,5.29831736654804,3.91202300542815,2.04922583360965
"645","After Payday",15,650,7.57927406827609,0,2.70805020110221,6.47697236288968,2.02541742571139
"646","Before Payday",NA,NA,8.18850728443691,0,NA,NA,2.10273162050095
"647","After Payday",7,20,7.69047849376996,1,1.94591014905531,2.99573227355399,2.03998300443874
"648","After Payday",0,10,7.48444360494614,0,0,2.30258509299405,2.0128266804321
"649","Before Payday",100,800,7.59747110803922,1,4.60517018598809,6.68461172766793,2.02781544297686
"650","After Payday",1000,47000,7.24684588114421,0,6.90775527898214,10.7579028806922,1.98056632332783
"651","Before Payday",NA,NA,7.54507542649905,1,NA,NA,2.02089508905507
"652","Before Payday",100,1000,7.61865448951721,0,4.60517018598809,6.90775527898214,2.0305997779283
"653","After Payday",110,30000,7.85021055738131,0,4.70048036579242,10.3089526606443,2.06054035403094
"654","Before Payday",NA,NA,7.76843140522639,1,NA,NA,2.05006826565014
"655","Before Payday",800,51000,7.6137763261795,0,6.68461172766793,10.8395809117065,2.02995928087783
"656","After Payday",10,0,7.6253407796224,0,2.30258509299405,0,2.03147701390429
"657","After Payday",NA,NA,7.49411671360334,0,NA,NA,2.01411827452341
"658","Before Payday",0,1800,7.08334604899089,0,0,7.49554194388426,1.95774640185236
"659","After Payday",150,NA,7.66417617599169,0,5.01063529409626,NA,2.03655702787717
"660","Before Payday",0,2000,7.91624680161476,0,0,7.60090245954208,2.0689172048206
"661","Before Payday",18,253,7.62597863872846,1,2.89037175789616,5.53338948872752,2.03156066032057
"662","After Payday",150,10000,7.64639594157537,0,5.01063529409626,9.21034037197618,2.03423441807882
"663","After Payday",12,700,7.47850446899732,1,2.484906649788,6.5510803350434,2.01203283469644
"664","Before Payday",15,75,7.19197399417559,1,2.70805020110221,4.31748811353631,1.97296568122502
"665","After Payday",14,20,7.64469220240911,1,2.63905732961526,2.99573227355399,2.03401157727675
"666","After Payday",20,1000,7.63260055581729,1,2.99573227355399,6.90775527898214,2.03242862022957
"667","After Payday",44,44,7.55502790212631,0,3.78418963391826,3.78418963391826,2.02221328891792
"668","Before Payday",150,400,7.73195637265841,0,5.01063529409626,5.99146454710798,2.04536191889075
"669","After Payday",36,NA,7.79346005121867,1,3.58351893845611,NA,2.05328492702361
"670","Before Payday",1200,12000,7.44607638319333,0,7.09007683577609,9.39266192877014,2.00768723368334
"671","After Payday",NA,NA,7.80948557456334,1,NA,NA,2.05533909414873
"672","After Payday",0,100,7.50846792260806,1,0,4.60517018598809,2.01603143998524
"673","After Payday",900,750,7.71389189362526,0,6.80239476332431,6.62007320653036,2.04302284537947
"674","Before Payday",0,5,7.64365653196971,1,0,1.6094379124341,2.03387609234518
"675","Before Payday",100,NA,7.71724699934324,1,4.60517018598809,NA,2.04345769413485
"676","Before Payday",290,900,7.49476718902588,0,5.66988092298052,6.80239476332431,2.01420506890079
"677","After Payday",9,25,7.45845784743627,0,2.19722457733622,3.2188758248682,2.00934866998178
"678","After Payday",5,730,7.45671579241753,0,1.6094379124341,6.59304453414244,2.0091150749773
"679","Before Payday",180,6500,7.37083397308985,1,5.19295685089021,8.77955745588373,1.99753085761347
"680","Before Payday",41,100,7.54192593693733,1,3.71357206670431,4.60517018598809,2.02047757870539
"681","Before Payday",6,0,7.71835149327914,1,1.79175946922805,0,2.04360080409438
"682","Before Payday",160,1,7.90016945203145,0,5.07517381523383,0,2.06688420886717
"683","After Payday",90,120,7.46035713950793,0,4.49980967033027,4.78749174278205,2.00960328699843
"684","After Payday",50,1000,7.62092426419258,0,3.91202300542815,6.90775527898214,2.03089765685643
"685","Before Payday",100,5000,7.58099254965782,1,4.60517018598809,8.51719319141624,2.02564413430859
"686","Before Payday",2050,8000,7.42138877511024,0,7.62559507213245,8.98719682066197,2.00436620612274
"687","Before Payday",887,27,7.65429220596949,0,6.78784498230958,3.29583686600433,2.03526656317177
"688","Before Payday",30,5000,7.61207896641323,0,3.40119738166216,8.51719319141624,2.02973632331772
"689","After Payday",100,2000,7.08216283718745,0,4.60517018598809,7.60090245954208,1.95757934653289
"690","Before Payday",16,2456,7.54476821422577,0,2.77258872223978,7.80628928926703,2.02085437130072
"691","Before Payday",2000,10000,7.30349181095759,0,7.60090245954208,9.21034037197618,1.98835256405905
"692","Before Payday",500,30000,7.48744321862857,0,6.21460809842219,10.3089526606443,2.01322737992414
"693","Before Payday",NA,NA,7.77792585889498,0,NA,NA,2.05128970353268
"694","After Payday",500,2000,7.39861946304639,1,6.21460809842219,7.60090245954208,2.00129342375803
"695","Before Payday",60,19000,7.61229905486107,0,4.0943445622221,9.85219425814858,2.02976523595344
"696","Before Payday",50,NA,7.41839191648695,1,3.91202300542815,NA,2.00396231084608
"697","Before Payday",1050,7000,7.69220466415087,0,6.95654544315157,8.85366542803745,2.04020743477647
"698","After Payday",8,80,7.65403571724892,1,2.07944154167984,4.38202663467388,2.03523305347406
"699","After Payday",20,NA,7.77434316277504,1,2.99573227355399,NA,2.05082897382458
"700","Before Payday",20,NA,7.7281974752744,1,2.99573227355399,NA,2.04487564980248
"701","Before Payday",40,4000,7.53709962964058,0,3.68887945411394,8.29404964010203,2.01983744351359
"702","After Payday",15,100,7.38867661356926,0,2.70805020110221,4.60517018598809,1.99994864092228
"703","Before Payday",600,35000,7.59432090322177,0,6.39692965521615,10.4631033404715,2.02740071838608
"704","After Payday",20,50,7.58119281809381,1,2.99573227355399,3.91202300542815,2.0256705511385
"705","Before Payday",0,42000,7.15367519855499,0,0,10.6454248972655,1.96762623843
"706","After Payday",450,1200,7.62097057700157,1,6.10924758276437,7.09007683577609,2.03090373389731
"707","After Payday",30,400,7.96247881650925,1,3.40119738166216,5.99146454710798,2.07474036048774
"708","Before Payday",10,20000,7.35986615220706,0,2.30258509299405,9.90348755253613,1.99604174673399
"709","After Payday",2,1500,7.89529832204183,1,0.693147180559945,7.3132203870903,2.06626743319282
"710","After Payday",NA,NA,7.34499672055244,1,NA,NA,1.99401936313867
"711","Before Payday",NA,NA,7.32866800824801,0,NA,NA,1.99179378154795
"712","After Payday",3,1200,7.67766696214676,0,1.09861228866811,7.09007683577609,2.03831572003832
"713","Before Payday",300,500,7.52439452211062,1,5.7037824746562,6.21460809842219,2.01815034521969
"714","After Payday",150,500,8.08291340867678,0,5.01063529409626,6.21460809842219,2.08975237792392
"715","Before Payday",0,50,7.66422055164973,1,0,3.91202300542815,2.03656281787058
"716","After Payday",50,150,7.57966757814089,1,3.91202300542815,5.01063529409626,2.02546934356608
"717","Before Payday",50,10720,7.39255859454473,0,3.91202300542815,9.27986643462479,2.00047389892813
"718","After Payday",31,803,7.23955401182175,0,3.43398720448515,6.68835471394676,1.97955960392313
"719","Before Payday",150,1250,7.5373666882515,1,5.01063529409626,7.13089883029635,2.01987287542943
"720","Before Payday",0,200,7.83464093009631,1,0,5.29831736654804,2.05855504579754
"721","After Payday",NA,NA,7.46093081434568,0,NA,NA,2.00968018047301
"722","Before Payday",NA,NA,7.63862360517184,0,NA,NA,2.0332174305572
"723","After Payday",0,1400,7.16399755080541,1,0,7.24422751560335,1.96906814232312
"724","After Payday",NA,NA,6.90656525393327,1,NA,NA,1.93247244530455
"725","Before Payday",NA,NA,7.10186966260274,1,NA,NA,1.96035808214223
"726","Before Payday",18,700,7.60239505767822,0,2.89037175789616,6.5510803350434,2.02846333681455
"727","After Payday",100,10000,7.56763120492299,1,4.60517018598809,9.21034037197618,2.02388009971163
"728","Before Payday",25,1000,7.47874889771144,0,3.2188758248682,6.90775527898214,2.01206551833268
"729","Before Payday",30,50,7.59619887669881,1,3.40119738166216,3.91202300542815,2.02764797437387
"730","Before Payday",112,175,7.79891616106033,1,4.71849887129509,5.16478597392351,2.05398477033037
"731","After Payday",800,50000,7.41981447736422,0,6.68461172766793,10.8197782844103,2.00415405381606
"732","Before Payday",0,2000,7.33986014127731,0,0,7.60090245954208,1.993319788123
"733","After Payday",3,1600,7.5523215730985,0,1.09861228866811,7.37775890822787,2.02185500912024
"734","Before Payday",150,48000,7.36752875645955,0,5.01063529409626,10.77895628989,1.99708233877236
"735","Before Payday",40,400,7.59046685695648,0,3.68887945411394,5.99146454710798,2.02689309899634
"736","Before Payday",100,25,6.79392395416896,0,4.60517018598809,3.2188758248682,1.91602867658905
"737","After Payday",33,60000,7.51624350746473,0,3.49650756146648,11.0020998412042,2.01706647957147
"738","After Payday",200,2000,7.67091132203738,1,5.29831736654804,7.60090245954208,2.03743542475357
"739","After Payday",75,10000,7.02510897318522,0,4.31748811353631,9.21034037197618,1.94949072729668
"740","Before Payday",38,462,7.33200606703758,1,3.63758615972639,6.13556489108174,1.99224915745087
"741","Before Payday",50,NA,8.00620590647062,0,3.91202300542815,NA,2.08021697925922
"742","After Payday",17,77,7.63514648874601,1,2.83321334405622,4.34380542185368,2.03276212496277
"743","After Payday",25,25,7.55518368879954,1,3.2188758248682,3.2188758248682,2.02223390896977
"744","Before Payday",NA,NA,6.25952473282814,1,NA,NA,1.83410426095638
"745","After Payday",NA,NA,7.50802327195803,1,NA,NA,2.01597221834093
"746","Before Payday",550,5800,7.38532495498657,0,6.30991827822652,8.66561319653451,1.99949491704461
"747","After Payday",70,40,7.49906641244888,1,4.24849524204936,3.68887945411394,2.01477853445404
"748","Before Payday",600,500,7.74959828456243,0,6.39692965521615,6.21460809842219,2.04764100777181
"749","Before Payday",5,25000,7.76946787039439,0,1.6094379124341,10.1266311038503,2.05020167688561
"750","After Payday",150,400,7.68594768643379,0,5.01063529409626,5.99146454710798,2.03939368577468
"751","After Payday",150,300,7.60562808314959,1,5.01063529409626,5.7037824746562,2.02888851048639
"752","After Payday",125,26000,7.58389233549436,0,4.8283137373023,10.1658518170036,2.02602656858275
"753","After Payday",400,900,7.59393868843714,1,5.99146454710798,6.80239476332431,2.02735038809215
"754","After Payday",70,2000,7.58080880840619,0,4.24849524204936,7.60090245954208,2.02561989691789
"755","Before Payday",600,2200,7.67216311891874,0,6.39692965521615,7.69621263934641,2.03759859894515
"756","After Payday",NA,NA,7.59011713663737,1,NA,NA,2.0268470243105
"757","After Payday",100,200,7.44445452094078,0,4.60517018598809,5.29831736654804,2.00746939561304
"758","After Payday",100,11000,7.54814998308818,0,4.60517018598809,9.30565055178051,2.02130249788231
"759","Before Payday",100,500,6.53358325858911,1,4.60517018598809,6.21460809842219,1.87695553070238
"760","Before Payday",100,0,7.46072492996852,0,4.60517018598809,0,2.00965258509342
"761","Before Payday",20,100,7.46513486901919,1,2.99573227355399,4.60517018598809,2.0102434976758
"762","After Payday",100,500,7.1710173090299,1,4.60517018598809,6.21460809842219,1.97004752865152
"763","Before Payday",50,19000,6.08747868736585,0,3.91202300542815,9.85219425814858,1.80623398735385
"764","After Payday",15,NA,7.62138673663139,1,2.70805020110221,NA,2.0309583395756
"765","After Payday",0,1000,7.65792931119601,1,0,6.90775527898214,2.035741622299
"766","After Payday",68,1200,7.77833185593287,1,4.21950770517611,7.09007683577609,2.05134190079573
"767","After Payday",100,64,7.3470670580864,1,4.60517018598809,4.15888308335967,1.99430119387108
"768","After Payday",21,6700,7.39847925305367,1,3.04452243772342,8.80986280537906,2.0012744727467
"769","Before Payday",500,60000,7.6194095313549,0,6.21460809842219,11.0020998412042,2.0306988773726
"770","Before Payday",550,80000,7.4610320130984,0,6.30991827822652,11.289781913656,2.00969374420506
"771","After Payday",100,10000,7.66363642613093,0,4.60517018598809,9.21034037197618,2.03648660036413
"772","After Payday",NA,NA,7.73885436852773,0,NA,NA,2.04625366224432
"773","Before Payday",100,13500,7.54402555028598,0,4.60517018598809,9.51044496442652,2.02075593216078
"774","After Payday",150,30000,7.6007009545962,1,5.01063529409626,10.3089526606443,2.0282404739072
"775","Before Payday",NA,NA,6.60027718544006,0,NA,NA,1.88711164594445
"776","After Payday",100,40000,7.60261220733325,0,4.60517018598809,10.5966347330961,2.02849189972824
"777","Before Payday",100,NA,7.65750536322594,0,4.60517018598809,NA,2.03568626011318
"778","After Payday",NA,NA,7.65779432654381,1,NA,NA,2.03572399536143
"779","After Payday",150,9500,7.58736556768417,1,5.01063529409626,9.15904707758863,2.02648443862525
"780","Before Payday",80,450,7.81866691509883,1,4.38202663467388,6.10924758276437,2.05651406881037
"781","Before Payday",200,800,7.58014390865962,0,5.29831736654804,6.68461172766793,2.02553218478536
"782","Before Payday",NA,NA,7.51879898707072,1,NA,NA,2.01740641604075
"783","Before Payday",10,0,7.57739440600077,0,2.30258509299405,0,2.02516939464992
"784","After Payday",100,6000,7.07170391082764,0,4.60517018598809,8.69951474821019,1.95610145664603
"785","Before Payday",300,1500,7.3677505950133,0,5.7037824746562,7.3132203870903,1.99711244862619
"786","Before Payday",400,5000,7.65230998396873,0,5.99146454710798,8.51719319141624,2.03500756094682
"787","Before Payday",500,300,7.54647766550382,1,6.21460809842219,5.7037824746562,2.02108092002956
"788","Before Payday",50,2500,7.92430700858434,1,3.91202300542815,7.82404601085629,2.06993487222816
"789","After Payday",345,400,7.60794161756833,1,5.84354441703136,5.99146454710798,2.02919265139245
"790","After Payday",25,2000,7.37856350342433,1,3.2188758248682,7.60090245954208,1.99857897243367
"791","Before Payday",20,7000,7.63995251059532,1,2.99573227355399,8.85366542803745,2.03339138726845
"792","Before Payday",450,12300,7.43896280725797,0,6.10924758276437,9.41735454136051,2.00673143150024
"793","After Payday",5,NA,7.42999430497487,1,1.6094379124341,NA,2.00552509223878
"794","Before Payday",65,8000,7.85601065556208,0,4.17438726989564,8.98719682066197,2.06127892741098
"795","Before Payday",2000,10000,7.75954144199689,0,7.60090245954208,9.21034037197618,2.04892323992292
"796","After Payday",NA,NA,7.47430975238482,1,NA,NA,2.01147177419499
"797","Before Payday",51,38000,7.62691067655881,0,3.93182563272433,10.5453414387085,2.03168287163572
"798","Before Payday",150,100,7.53257895509402,1,5.01063529409626,4.60517018598809,2.01923747389158
"799","After Payday",40,25000,7.44717547297478,0,3.68887945411394,10.1266311038503,2.00783482935876
"800","Before Payday",25,100,7.46539576848348,1,3.2188758248682,4.60517018598809,2.01027844612749
"801","Before Payday",1000,1000,7.42250124613444,0,6.90775527898214,6.90775527898214,2.00451609554185
"802","After Payday",8,1200,7.32798135280609,1,2.07944154167984,7.09007683577609,1.99170008271877
"803","After Payday",250,7500,7.35851645469666,1,5.52146091786225,8.9226582995244,1.99585834376775
"804","After Payday",0,2450,7.45582620302836,0,0,7.80384330353877,2.00899576743194
"805","After Payday",26,NA,7.48257220784823,1,3.25809653802148,NA,2.01257661092846
"806","After Payday",60,200,7.61377079288165,0,4.0943445622221,5.29831736654804,2.02995855412942
"807","After Payday",30,2500,7.81059436003367,1,3.40119738166216,7.82404601085629,2.05548106339304
"808","Before Payday",50,150,7.65714704990387,0,3.91202300542815,5.01063529409626,2.03563946658337
"809","Before Payday",10,NA,7.40774688124657,1,2.30258509299405,NA,2.00252632846188
"810","Before Payday",20,10000,7.47955760359764,0,2.99573227355399,9.21034037197618,2.01217364633326
"811","After Payday",100,200,7.74682433406512,1,4.60517018598809,5.29831736654804,2.04728299604288
"812","Before Payday",30,300,7.70437174042066,1,3.40119738166216,5.7037824746562,2.04178792624195
"813","Before Payday",300,1500,7.52250443895658,0,5.7037824746562,7.3132203870903,2.01789911961249
"814","Before Payday",200,460,7.59266080458959,0,5.29831736654804,6.13122648948314,2.02718209711284
"815","Before Payday",NA,NA,8.51719284057617,0,NA,NA,2.14208680774554
"816","Before Payday",NA,NA,7.70551849404971,1,NA,NA,2.04193675970069
"817","Before Payday",300,13000,7.66922386487325,0,5.7037824746562,9.47270463644367,2.03721541923857
"818","After Payday",10,1,7.71698047717412,1,2.30258509299405,0,2.04342315762571
"819","Before Payday",60,495,7.2369359532992,0,4.0943445622221,6.20455776256869,1.97919790594835
"820","Before Payday",100,50000,7.42766280968984,0,4.60517018598809,10.8197782844103,2.00521124796492
"821","Before Payday",5,40,7.46553512414296,0,1.6094379124341,3.68887945411394,2.01029711283494
"822","After Payday",NA,NA,7.42259503404299,0,NA,NA,2.00452873108247
"823","After Payday",60,3000,7.90968968470891,0,4.0943445622221,8.00636756765025,2.06808855025261
"824","Before Payday",45,4,7.54817486823873,1,3.80666248977032,1.38629436111989,2.02130579473115
"825","Before Payday",50,1000,7.46879420677821,0,3.91202300542815,6.90775527898214,2.01073356801344
"826","Before Payday",110,10000,7.47213969628016,0,4.70048036579242,9.21034037197618,2.01118139672075
"827","Before Payday",25,800,7.72492850820224,0,3.2188758248682,6.68461172766793,2.04445256813933
"828","After Payday",2,220,7.28933214147886,1,0.693147180559945,5.39362754635236,1.98641192885798
"829","After Payday",NA,NA,7.65944892168045,0,NA,NA,2.03594003882516
"830","Before Payday",200,75000,7.64664176106453,0,5.29831736654804,11.2252433925184,2.03426656597435
"831","After Payday",20,385,7.52327519655228,0,2.99573227355399,5.95324333428778,2.01800157460187
"832","Before Payday",49,0,6.38433806598186,1,3.89182029811063,0,1.85384781394309
"833","Before Payday",52,8000,7.17843469977379,1,3.95124371858143,8.98719682066197,1.9710813509048
"834","Before Payday",14,950,7.17823564012845,1,2.63905732961526,6.85646198459459,1.9710536202903
"835","Before Payday",400,890,7.23453418413798,1,5.99146454710798,6.79122146272619,1.97886597433941
"836","Before Payday",35,5000,7.50256029764811,1,3.55534806148941,8.51719319141624,2.0152443353075
"837","After Payday",0,1600,7.72697593768438,0,0,7.37775890822787,2.04471757488996
"838","Before Payday",500,68000,7.83792379498482,0,6.21460809842219,11.1272629841582,2.0589739772225
"839","After Payday",10,25,8.08649957940934,0,2.30258509299405,3.2188758248682,2.09019595256624
"840","Before Payday",320,350,7.59763839840889,1,5.76832099579377,5.85793315448346,2.02783746195206
"841","After Payday",200,2500,7.60771044095357,0,5.29831736654804,7.82404601085629,2.02916226470723
"842","Before Payday",100,500,7.63989968101184,0,4.60517018598809,6.21460809842219,2.03338447233461
"843","After Payday",50,1000,7.64539810021718,1,3.91202300542815,6.90775527898214,2.03410391130416
"844","Before Payday",NA,NA,7.72456387678782,1,NA,NA,2.04440536511086
"845","Before Payday",10,5,7.59802726904551,0,2.30258509299405,1.6094379124341,2.02788864373577
"846","Before Payday",30,10000,7.82322550813357,1,3.40119738166216,9.21034037197618,2.05709693858603
"847","Before Payday",6,536,7.57730709513028,1,1.79175946922805,6.2841341610708,2.02515787203821
"848","Before Payday",60,200,7.38437182704608,1,4.0943445622221,5.29831736654804,1.99936585170821
"849","After Payday",0,NA,7.25110019246737,1,0,NA,1.98115320803877
"850","After Payday",20,NA,7.48655295372009,0,2.99573227355399,NA,2.01310847179844
"851","After Payday",5,1500,7.51417536536853,1,1.6094379124341,7.3132203870903,2.01679128536341
"852","Before Payday",0,0,5.98061195840227,0,0,0,1.78852289690774
"853","Before Payday",200,500,7.37144209941228,0,5.29831736654804,6.21460809842219,1.99761335862211
"854","Before Payday",300,13,7.31643201907476,0,5.7037824746562,2.56494935746154,1.9901227800529
"855","Before Payday",0,6000,7.42769557237625,1,0,8.69951474821019,2.00521565885634
"856","After Payday",100,50000,7.32178400953611,1,4.60517018598809,10.8197782844103,1.99085401542876
"857","Before Payday",100,1000,7.76300785938899,0,4.60517018598809,6.90775527898214,2.04936986983949
"858","After Payday",43,925,7.71141098936399,0,3.76120011569356,6.82979373751242,2.04270117853098
"859","After Payday",25,3,6.06163707127174,1,3.2188758248682,1.09861228866811,1.80197990737318
"860","Before Payday",1000,5000,7.62750510374705,1,6.90775527898214,8.51719319141624,2.03176080673295
"861","After Payday",10,0,7.76689041654269,1,2.30258509299405,0,2.04986988048549
"862","After Payday",70,1500,7.17230635881424,0,4.24849524204936,7.3132203870903,1.97022727078349
"863","After Payday",50,450,7.59651237726212,0,3.91202300542815,6.10924758276437,2.02768924423783
"864","Before Payday",NA,NA,7.6732343785903,1,NA,NA,2.03773821861593
"865","Before Payday",NA,NA,7.12044881780942,0,NA,NA,1.96297075964637
"866","Before Payday",500,1000,7.8279874821504,0,6.21460809842219,6.90775527898214,2.05770545042044
"867","Before Payday",20,1,7.5594893793265,1,2.99573227355399,0,2.02280364549322
"868","Before Payday",150,600,7.63685789704323,0,5.01063529409626,6.39692965521615,2.0329862485632
"869","Before Payday",40,250,7.41659294565519,1,3.68887945411394,5.52146091786225,2.00371977998308
"870","After Payday",3,NA,7.61473578214645,0,1.09861228866811,NA,2.0300852887191
"871","After Payday",18,2300,8.00287964940071,1,2.89037175789616,7.74066440191724,2.07980143308624
"872","After Payday",100,23000,7.52994610865911,1,4.60517018598809,10.0432494949113,2.01888788490161
"873","After Payday",70,6000,7.74065740903219,0,4.24849524204936,8.69951474821019,2.0464866205622
"874","After Payday",30,11000,7.30256857474645,0,3.40119738166216,9.30565055178051,1.9882261458206
"875","Before Payday",200,2000,7.70191625754039,0,5.29831736654804,7.60090245954208,2.04146916251361
"876","Before Payday",175,0,7.38244915008545,0,5.16478597392351,0,1.99910544671319
"877","Before Payday",NA,NA,7.46968321005503,1,NA,NA,2.01085258995297
"878","After Payday",8,200,7.69232297937075,1,2.07944154167984,5.29831736654804,2.04022281584278
"879","After Payday",72,NA,8.03419401248296,0,4.27666611901606,NA,2.08370668457294
"880","Before Payday",40,600,7.21089979012807,0,3.68887945411394,6.39692965521615,1.97559374103153
"881","After Payday",0,100,7.53569387396177,1,0,4.60517018598809,2.01965091462861
"882","Before Payday",140,0,7.49778228004773,0,4.9416424226093,0,2.01460728082195
"883","After Payday",150,18000,7.61780135830243,0,5.01063529409626,9.7981270368783,2.03048779240828
"884","After Payday",NA,NA,7.74506880839666,0,NA,NA,2.04705635806393
"885","After Payday",100,100,7.37421155969302,1,4.60517018598809,4.60517018598809,1.99798898935064
"886","Before Payday",90,500,7.48319296042124,1,4.49980967033027,6.21460809842219,2.01265956727133
"887","After Payday",20,25,7.60129245122274,1,2.99573227355399,3.2188758248682,2.02831829220524
"888","Before Payday",30,257,7.81651491920153,1,3.40119738166216,5.54907608489522,2.05623879271397
"889","Before Payday",50,2500,7.32887932658195,1,3.91202300542815,7.82404601085629,1.99182261561263
"890","Before Payday",20,3,7.52914896607399,0,2.99573227355399,1.09861228866811,2.01878201631098
"891","After Payday",20,200,7.88180649280548,1,2.99573227355399,5.29831736654804,2.06455712795197
"892","Before Payday",2000,NA,7.60943018396695,1,7.60090245954208,NA,2.02938829179905
"893","After Payday",6,NA,7.21896669268608,0,1.79175946922805,NA,1.97671182530597
"894","Before Payday",250,2700,7.52383001645406,1,5.52146091786225,7.90100705199242,2.01807531900575
"895","Before Payday",55,194,7.59509322047234,1,4.00733318523247,5.26785815906333,2.02750240989899
"896","After Payday",150,NA,7.66271331906319,0,5.01063529409626,NA,2.03636614023054
"897","After Payday",429,NA,7.62560879190763,1,6.06145691892802,NA,2.03151216086796
"898","Before Payday",50,25000,7.8309007982413,1,3.91202300542815,10.1266311038503,2.05807754786087
"899","Before Payday",60,76,7.63741368055344,0,4.0943445622221,4.33073334028633,2.03305902237865
"900","After Payday",85,2500,7.55445910493533,0,4.44265125649032,7.82404601085629,2.02213799884474
"901","Before Payday",500,300,7.4564110438029,0,6.21460809842219,5.7037824746562,2.00907420512914
"902","Before Payday",NA,NA,7.45896801352501,1,NA,NA,2.00941706865776
"903","After Payday",260,185,7.38663907845815,0,5.56068163101553,5.22035582507832,1.99967283833822
"904","Before Payday",2,250,7.75510478019714,1,0.693147180559945,5.52146091786225,2.04835130784569
